site;DO;temp;datetime
Toranche aval; 2,08;15,84;2019/07/14 07:15:00
Toranche aval; 2,03;15,82;2019/07/14 07:30:00
Toranche aval; 1,74;15,80;2019/07/14 07:45:00
Toranche aval; 1,68;15,78;2019/07/14 08:00:00
Toranche aval; 1,77;15,76;2019/07/14 08:15:00
Toranche aval; 1,81;15,76;2019/07/14 08:30:00
Toranche aval; 1,78;15,74;2019/07/14 08:45:00
Toranche aval; 1,54;15,76;2019/07/14 09:00:00
Toranche aval; 1,37;15,78;2019/07/14 09:15:00
Toranche aval; 1,34;15,82;2019/07/14 09:30:00
Toranche aval; 1,82;15,84;2019/07/14 09:45:00
Toranche aval; 1,63;15,88;2019/07/14 10:00:00
Toranche aval; 1,61;15,92;2019/07/14 10:15:00
Toranche aval; 1,55;15,96;2019/07/14 10:30:00
Toranche aval; 1,36;15,98;2019/07/14 10:45:00
Toranche aval; 1,40;16,04;2019/07/14 11:00:00
Toranche aval; 1,65;16,10;2019/07/14 11:15:00
Toranche aval; 1,68;16,14;2019/07/14 11:30:00
Toranche aval; 1,67;16,18;2019/07/14 11:45:00
Toranche aval; 1,64;16,24;2019/07/14 12:00:00
Toranche aval; 1,84;16,34;2019/07/14 12:15:00
Toranche aval; 1,78;16,42;2019/07/14 12:30:00
Toranche aval; 2,18;16,54;2019/07/14 12:45:00
Toranche aval; 2,16;16,70;2019/07/14 13:00:00
Toranche aval; 2,57;17,08;2019/07/14 13:15:00
Toranche aval; 2,95;17,38;2019/07/14 13:30:00
Toranche aval; 2,37;17,44;2019/07/14 13:45:00
Toranche aval; 2,42;17,64;2019/07/14 14:00:00
Toranche aval; 2,32;17,74;2019/07/14 14:15:00
Toranche aval; 2,45;17,86;2019/07/14 14:30:00
Toranche aval; 2,54;18,04;2019/07/14 14:45:00
Toranche aval; 2,55;18,16;2019/07/14 15:00:00
Toranche aval; 2,39;18,22;2019/07/14 15:15:00
Toranche aval; 2,48;18,26;2019/07/14 15:30:00
Toranche aval; 2,28;18,30;2019/07/14 15:45:00
Toranche aval; 2,35;18,36;2019/07/14 16:00:00
Toranche aval; 2,05;18,38;2019/07/14 16:15:00
Toranche aval; 1,92;18,42;2019/07/14 16:30:00
Toranche aval; 2,27;18,48;2019/07/14 16:45:00
Toranche aval; 2,08;18,52;2019/07/14 17:00:00
Toranche aval; 2,42;18,58;2019/07/14 17:15:00
Toranche aval; 2,60;18,60;2019/07/14 17:30:00
Toranche aval; 2,80;18,64;2019/07/14 17:45:00
Toranche aval; 3,09;18,72;2019/07/14 18:00:00
Toranche aval; 3,74;18,74;2019/07/14 18:15:00
Toranche aval; 3,76;18,72;2019/07/14 18:30:00
Toranche aval; 3,92;18,70;2019/07/14 18:45:00
Toranche aval; 3,89;18,68;2019/07/14 19:00:00
Toranche aval; 3,72;18,62;2019/07/14 19:15:00
Toranche aval; 3,81;18,58;2019/07/14 19:30:00
Toranche aval; 3,54;18,52;2019/07/14 19:45:00
Toranche aval; 3,65;18,48;2019/07/14 20:00:00
Toranche aval; 3,55;18,44;2019/07/14 20:15:00
Toranche aval; 3,59;18,42;2019/07/14 20:30:00
Toranche aval; 3,70;18,38;2019/07/14 20:45:00
Toranche aval; 3,75;18,30;2019/07/14 21:00:00
Toranche aval; 3,76;18,24;2019/07/14 21:15:00
Toranche aval; 3,69;18,18;2019/07/14 21:30:00
Toranche aval; 3,48;18,14;2019/07/14 21:45:00
Toranche aval; 3,65;18,10;2019/07/14 22:00:00
Toranche aval; 3,44;18,06;2019/07/14 22:15:00
Toranche aval; 3,65;18,00;2019/07/14 22:30:00
Toranche aval; 3,58;17,90;2019/07/14 22:45:00
Toranche aval; 3,75;17,82;2019/07/14 23:00:00
Toranche aval; 3,65;17,76;2019/07/14 23:15:00
Toranche aval; 3,56;17,72;2019/07/14 23:30:00
Toranche aval; 3,40;17,68;2019/07/14 23:45:00
Toranche aval; 3,47;17,62;2019/07/15 00:00:00
Toranche aval; 3,38;17,58;2019/07/15 00:15:00
Toranche aval; 3,27;17,54;2019/07/15 00:30:00
Toranche aval; 3,22;17,50;2019/07/15 00:45:00
Toranche aval; 3,17;17,46;2019/07/15 01:00:00
Toranche aval; 3,13;17,42;2019/07/15 01:15:00
Toranche aval; 3,21;17,38;2019/07/15 01:30:00
Toranche aval; 3,04;17,32;2019/07/15 01:45:00
Toranche aval; 3,04;17,28;2019/07/15 02:00:00
Toranche aval; 2,90;17,24;2019/07/15 02:15:00
Toranche aval; 2,85;17,20;2019/07/15 02:30:00
Toranche aval; 2,85;17,14;2019/07/15 02:45:00
Toranche aval; 2,80;17,08;2019/07/15 03:00:00
Toranche aval; 2,80;17,00;2019/07/15 03:15:00
Toranche aval; 2,92;16,88;2019/07/15 03:30:00
Toranche aval; 3,03;16,78;2019/07/15 03:45:00
Toranche aval; 2,95;16,70;2019/07/15 04:00:00
Toranche aval; 2,83;16,64;2019/07/15 04:15:00
Toranche aval; 2,83;16,60;2019/07/15 04:30:00
Toranche aval; 2,84;16,54;2019/07/15 04:45:00
Toranche aval; 2,84;16,50;2019/07/15 05:00:00
Toranche aval; 2,77;16,44;2019/07/15 05:15:00
Toranche aval; 2,77;16,38;2019/07/15 05:30:00
Toranche aval; 2,48;16,34;2019/07/15 05:45:00
Toranche aval; 2,49;16,32;2019/07/15 06:00:00
Toranche aval; 2,41;16,28;2019/07/15 06:15:00
Toranche aval; 2,29;16,22;2019/07/15 06:30:00
Toranche aval; 2,24;16,16;2019/07/15 06:45:00
Toranche aval; 2,30;16,12;2019/07/15 07:00:00
Toranche aval; 2,20;16,08;2019/07/15 07:15:00
Toranche aval; 2,13;16,06;2019/07/15 07:30:00
Toranche aval; 2,10;16,02;2019/07/15 07:45:00
Toranche aval; 2,03;16,00;2019/07/15 08:00:00
Toranche aval; 2,16;15,98;2019/07/15 08:15:00
Toranche aval; 2,22;15,92;2019/07/15 08:30:00
Toranche aval; 2,35;15,88;2019/07/15 08:45:00
Toranche aval; 2,21;15,84;2019/07/15 09:00:00
Toranche aval; 2,23;15,82;2019/07/15 09:15:00
Toranche aval; 2,33;15,80;2019/07/15 09:30:00
Toranche aval; 2,06;15,80;2019/07/15 09:45:00
Toranche aval; 2,11;15,80;2019/07/15 10:00:00
Toranche aval; 2,06;15,80;2019/07/15 10:15:00
Toranche aval; 1,98;15,80;2019/07/15 10:30:00
Toranche aval; 2,06;15,80;2019/07/15 10:45:00
Toranche aval; 1,96;15,80;2019/07/15 11:00:00
Toranche aval; 2,16;15,84;2019/07/15 11:15:00
Toranche aval; 2,19;15,86;2019/07/15 11:30:00
Toranche aval; 2,40;15,88;2019/07/15 11:45:00
Toranche aval; 2,28;15,92;2019/07/15 12:00:00
Toranche aval; 2,52;15,98;2019/07/15 12:15:00
Toranche aval; 2,57;16,02;2019/07/15 12:30:00
Toranche aval; 2,50;16,08;2019/07/15 12:45:00
Toranche aval; 2,85;16,22;2019/07/15 13:00:00
Toranche aval; 3,03;16,46;2019/07/15 13:15:00
Toranche aval; 3,05;16,68;2019/07/15 13:30:00
Toranche aval; 3,34;16,78;2019/07/15 13:45:00
Toranche aval; 3,35;16,86;2019/07/15 14:00:00
Toranche aval; 3,45;16,96;2019/07/15 14:15:00
Toranche aval; 3,41;17,06;2019/07/15 14:30:00
Toranche aval; 3,84;17,18;2019/07/15 14:45:00
Toranche aval; 3,87;17,38;2019/07/15 15:00:00
Toranche aval; 4,13;17,60;2019/07/15 15:15:00
Toranche aval; 3,94;17,78;2019/07/15 15:30:00
Toranche aval; 4,19;17,98;2019/07/15 15:45:00
Toranche aval; 4,55;18,10;2019/07/15 16:00:00
Toranche aval; 4,53;18,08;2019/07/15 16:15:00
Toranche aval; 4,52;18,10;2019/07/15 16:30:00
Toranche aval; 4,98;18,10;2019/07/15 16:45:00
Toranche aval; 4,81;18,16;2019/07/15 17:00:00
Toranche aval; 5,01;18,18;2019/07/15 17:15:00
Toranche aval; 5,05;18,14;2019/07/15 17:30:00
Toranche aval; 5,43;18,14;2019/07/15 17:45:00
Toranche aval; 5,22;18,18;2019/07/15 18:00:00
Toranche aval; 5,31;18,18;2019/07/15 18:15:00
Toranche aval; 5,53;18,18;2019/07/15 18:30:00
Toranche aval; 5,26;18,18;2019/07/15 18:45:00
Toranche aval; 5,23;18,16;2019/07/15 19:00:00
Toranche aval; 5,30;18,12;2019/07/15 19:15:00
Toranche aval; 5,00;18,10;2019/07/15 19:30:00
Toranche aval; 5,08;18,08;2019/07/15 19:45:00
Toranche aval; 5,20;18,06;2019/07/15 20:00:00
Toranche aval; 5,08;18,02;2019/07/15 20:15:00
Toranche aval; 5,16;17,98;2019/07/15 20:30:00
Toranche aval; 5,02;17,96;2019/07/15 20:45:00
Toranche aval; 4,70;17,94;2019/07/15 21:00:00
Toranche aval; 4,53;17,92;2019/07/15 21:15:00
Toranche aval; 4,35;17,88;2019/07/15 21:30:00
Toranche aval; 4,22;17,86;2019/07/15 21:45:00
Toranche aval; 4,19;17,84;2019/07/15 22:00:00
Toranche aval; 4,33;17,78;2019/07/15 22:15:00
Toranche aval; 4,46;17,72;2019/07/15 22:30:00
Toranche aval; 4,43;17,66;2019/07/15 22:45:00
Toranche aval; 4,40;17,60;2019/07/15 23:00:00
Toranche aval; 4,42;17,54;2019/07/15 23:15:00
Toranche aval; 4,42;17,48;2019/07/15 23:30:00
Toranche aval; 4,25;17,38;2019/07/15 23:45:00
Toranche aval; 4,11;17,30;2019/07/16 00:00:00
Toranche aval; 4,30;17,22;2019/07/16 00:15:00
Toranche aval; 4,21;17,12;2019/07/16 00:30:00
Toranche aval; 4,22;17,04;2019/07/16 00:45:00
Toranche aval; 4,16;16,96;2019/07/16 01:00:00
Toranche aval; 4,09;16,88;2019/07/16 01:15:00
Toranche aval; 4,03;16,80;2019/07/16 01:30:00
Toranche aval; 3,91;16,74;2019/07/16 01:45:00
Toranche aval; 3,90;16,68;2019/07/16 02:00:00
Toranche aval; 3,87;16,60;2019/07/16 02:15:00
Toranche aval; 3,80;16,56;2019/07/16 02:30:00
Toranche aval; 3,90;16,48;2019/07/16 02:45:00
Toranche aval; 3,88;16,38;2019/07/16 03:00:00
Toranche aval; 3,89;16,32;2019/07/16 03:15:00
Toranche aval; 3,84;16,26;2019/07/16 03:30:00
Toranche aval; 3,78;16,22;2019/07/16 03:45:00
Toranche aval; 3,64;16,14;2019/07/16 04:00:00
Toranche aval; 3,58;16,06;2019/07/16 04:15:00
Toranche aval; 3,58;15,98;2019/07/16 04:30:00
Toranche aval; 3,62;15,88;2019/07/16 04:45:00
Toranche aval; 3,58;15,80;2019/07/16 05:00:00
Toranche aval; 3,59;15,72;2019/07/16 05:15:00
Toranche aval; 3,50;15,64;2019/07/16 05:30:00
Toranche aval; 3,50;15,56;2019/07/16 05:45:00
Toranche aval; 3,49;15,48;2019/07/16 06:00:00
Toranche aval; 3,40;15,40;2019/07/16 06:15:00
Toranche aval; 3,39;15,28;2019/07/16 06:30:00
Toranche aval; 3,23;15,20;2019/07/16 06:45:00
Toranche aval; 3,21;15,12;2019/07/16 07:00:00
Toranche aval; 3,15;15,06;2019/07/16 07:15:00
Toranche aval; 3,30;15,00;2019/07/16 07:30:00
Toranche aval; 3,33;14,96;2019/07/16 07:45:00
Toranche aval; 3,19;14,92;2019/07/16 08:00:00
Toranche aval; 3,17;14,92;2019/07/16 08:15:00
Toranche aval; 3,13;14,90;2019/07/16 08:30:00
Toranche aval; 3,02;14,92;2019/07/16 08:45:00
Toranche aval; 2,73;14,92;2019/07/16 09:00:00
Toranche aval; 2,55;14,96;2019/07/16 09:15:00
Toranche aval; 2,51;14,98;2019/07/16 09:30:00
Toranche aval; 2,55;15,02;2019/07/16 09:45:00
Toranche aval; 9,18;14,14;2019/10/29 10:15:00
Toranche aval; 9,30;13,84;2019/10/29 10:30:00
Toranche aval; 9,31;13,82;2019/10/29 10:45:00
Toranche aval; 9,30;13,82;2019/10/29 11:00:00
Toranche aval; 9,32;13,84;2019/10/29 11:15:00
Toranche aval; 9,32;13,86;2019/10/29 11:30:00
Toranche aval; 9,32;13,88;2019/10/29 11:45:00
Toranche aval; 9,34;13,88;2019/10/29 12:00:00
Toranche aval; 9,35;13,92;2019/10/29 12:15:00
Toranche aval; 9,35;13,96;2019/10/29 12:30:00
Toranche aval; 9,34;13,98;2019/10/29 12:45:00
Toranche aval; 9,35;14,02;2019/10/29 13:00:00
Toranche aval; 9,35;14,08;2019/10/29 13:15:00
Toranche aval; 9,35;14,12;2019/10/29 13:30:00
Toranche aval; 9,33;14,16;2019/10/29 13:45:00
Toranche aval; 9,31;14,20;2019/10/29 14:00:00
Toranche aval; 9,30;14,20;2019/10/29 14:15:00
Toranche aval; 9,31;14,22;2019/10/29 14:30:00
Toranche aval; 9,30;14,24;2019/10/29 14:45:00
Toranche aval; 9,28;14,26;2019/10/29 15:00:00
Toranche aval; 9,27;14,30;2019/10/29 15:15:00
Toranche aval; 9,26;14,32;2019/10/29 15:30:00
Toranche aval; 9,26;14,34;2019/10/29 15:45:00
Toranche aval; 9,24;14,36;2019/10/29 16:00:00
Toranche aval; 9,23;14,36;2019/10/29 16:15:00
Toranche aval; 9,21;14,36;2019/10/29 16:30:00
Toranche aval; 9,20;14,36;2019/10/29 16:45:00
Toranche aval; 9,19;14,38;2019/10/29 17:00:00
Toranche aval; 9,17;14,38;2019/10/29 17:15:00
Toranche aval; 9,17;14,38;2019/10/29 17:30:00
Toranche aval; 9,15;14,38;2019/10/29 17:45:00
Toranche aval; 9,13;14,38;2019/10/29 18:00:00
Toranche aval; 9,13;14,38;2019/10/29 18:15:00
Toranche aval; 9,13;14,36;2019/10/29 18:30:00
Toranche aval; 9,10;14,36;2019/10/29 18:45:00
Toranche aval; 9,10;14,34;2019/10/29 19:00:00
Toranche aval; 9,10;14,34;2019/10/29 19:15:00
Toranche aval; 9,09;14,32;2019/10/29 19:30:00
Toranche aval; 9,10;14,32;2019/10/29 19:45:00
Toranche aval; 9,11;14,32;2019/10/29 20:00:00
Toranche aval; 9,09;14,32;2019/10/29 20:15:00
Toranche aval; 9,09;14,32;2019/10/29 20:30:00
Toranche aval; 9,11;14,32;2019/10/29 20:45:00
Toranche aval; 9,10;14,30;2019/10/29 21:00:00
Toranche aval; 9,09;14,30;2019/10/29 21:15:00
Toranche aval; 9,10;14,28;2019/10/29 21:30:00
Toranche aval; 9,11;14,28;2019/10/29 21:45:00
Toranche aval; 9,10;14,26;2019/10/29 22:00:00
Toranche aval; 9,10;14,24;2019/10/29 22:15:00
Toranche aval; 9,11;14,24;2019/10/29 22:30:00
Toranche aval; 9,11;14,22;2019/10/29 22:45:00
Toranche aval; 9,11;14,20;2019/10/29 23:00:00
Toranche aval; 9,13;14,18;2019/10/29 23:15:00
Toranche aval; 9,15;14,16;2019/10/29 23:30:00
Toranche aval; 9,14;14,14;2019/10/29 23:45:00
Toranche aval; 9,14;14,12;2019/10/30 00:00:00
Toranche aval; 9,15;14,10;2019/10/30 00:15:00
Toranche aval; 9,16;14,08;2019/10/30 00:30:00
Toranche aval; 9,16;14,04;2019/10/30 00:45:00
Toranche aval; 9,15;14,02;2019/10/30 01:00:00
Toranche aval; 9,17;14,00;2019/10/30 01:15:00
Toranche aval; 9,17;13,98;2019/10/30 01:30:00
Toranche aval; 9,17;13,96;2019/10/30 01:45:00
Toranche aval; 9,17;13,94;2019/10/30 02:00:00
Toranche aval; 9,18;13,92;2019/10/30 02:15:00
Toranche aval; 9,18;13,90;2019/10/30 02:30:00
Toranche aval; 9,19;13,88;2019/10/30 02:45:00
Toranche aval; 9,17;13,86;2019/10/30 03:00:00
Toranche aval; 9,20;13,84;2019/10/30 03:15:00
Toranche aval; 9,19;13,84;2019/10/30 03:30:00
Toranche aval; 9,18;13,82;2019/10/30 03:45:00
Toranche aval; 9,19;13,78;2019/10/30 04:00:00
Toranche aval; 9,21;13,78;2019/10/30 04:15:00
Toranche aval; 9,21;13,76;2019/10/30 04:30:00
Toranche aval; 9,21;13,74;2019/10/30 04:45:00
Toranche aval; 9,21;13,72;2019/10/30 05:00:00
Toranche aval; 9,21;13,70;2019/10/30 05:15:00
Toranche aval; 9,21;13,68;2019/10/30 05:30:00
Toranche aval; 9,22;13,66;2019/10/30 05:45:00
Toranche aval; 9,21;13,64;2019/10/30 06:00:00
Toranche aval; 9,24;13,62;2019/10/30 06:15:00
Toranche aval; 9,26;13,60;2019/10/30 06:30:00
Toranche aval; 9,25;13,58;2019/10/30 06:45:00
Toranche aval; 9,26;13,56;2019/10/30 07:00:00
Toranche aval; 9,27;13,54;2019/10/30 07:15:00
Toranche aval; 9,25;13,52;2019/10/30 07:30:00
Toranche aval; 9,30;13,50;2019/10/30 07:45:00
Toranche aval; 9,30;13,50;2019/10/30 08:00:00
Toranche aval; 9,28;13,48;2019/10/30 08:15:00
Toranche aval; 9,32;13,48;2019/10/30 08:30:00
Toranche aval; 9,32;13,48;2019/10/30 08:45:00
Toranche aval; 9,34;13,48;2019/10/30 09:00:00
Toranche aval; 9,35;13,46;2019/10/30 09:15:00
Toranche aval; 9,35;13,46;2019/10/30 09:30:00
Toranche aval; 9,36;13,46;2019/10/30 09:45:00
Toranche aval; 9,36;13,46;2019/10/30 10:00:00
Toranche aval; 9,38;13,48;2019/10/30 10:15:00
Toranche aval; 9,39;13,48;2019/10/30 10:30:00
Toranche aval; 9,38;13,50;2019/10/30 10:45:00
Toranche aval; 9,38;13,52;2019/10/30 11:00:00
Toranche aval; 9,39;13,54;2019/10/30 11:15:00
Toranche aval; 9,40;13,58;2019/10/30 11:30:00
Toranche aval; 9,41;13,64;2019/10/30 11:45:00
Toranche aval; 9,41;13,68;2019/10/30 12:00:00
Toranche aval; 9,40;13,70;2019/10/30 12:15:00
Toranche aval; 9,41;13,72;2019/10/30 12:30:00
Toranche aval; 9,40;13,76;2019/10/30 12:45:00
Toranche aval; 9,40;13,84;2019/10/30 13:00:00
Toranche aval; 9,38;13,86;2019/10/30 13:15:00
Toranche aval; 9,37;13,90;2019/10/30 13:30:00
Toranche aval; 9,36;13,94;2019/10/30 13:45:00
Toranche aval; 9,34;13,94;2019/10/30 14:00:00
Toranche aval; 9,34;13,94;2019/10/30 14:15:00
Toranche aval; 9,33;13,94;2019/10/30 14:30:00
Toranche aval; 9,31;13,94;2019/10/30 14:45:00
Toranche aval; 9,30;13,92;2019/10/30 15:00:00
Toranche aval; 9,28;13,92;2019/10/30 15:15:00
Toranche aval; 9,27;13,94;2019/10/30 15:30:00
Toranche aval; 9,25;13,94;2019/10/30 15:45:00
Toranche aval; 9,25;13,94;2019/10/30 16:00:00
Toranche aval; 9,23;13,96;2019/10/30 16:15:00
Toranche aval; 9,23;13,96;2019/10/30 16:30:00
Toranche aval; 9,23;13,94;2019/10/30 16:45:00
Toranche aval; 9,21;13,94;2019/10/30 17:00:00
Toranche aval; 9,20;13,94;2019/10/30 17:15:00
Toranche aval; 9,20;13,92;2019/10/30 17:30:00
Toranche aval; 9,20;13,92;2019/10/30 17:45:00
Toranche aval; 9,19;13,92;2019/10/30 18:00:00
Toranche aval; 9,18;13,92;2019/10/30 18:15:00
Toranche aval; 9,17;13,92;2019/10/30 18:30:00
Toranche aval; 9,17;13,94;2019/10/30 18:45:00
Toranche aval; 9,18;13,94;2019/10/30 19:00:00
Toranche aval; 9,16;13,92;2019/10/30 19:15:00
Toranche aval; 9,15;13,92;2019/10/30 19:30:00
Toranche aval; 9,15;13,92;2019/10/30 19:45:00
Toranche aval; 9,15;13,92;2019/10/30 20:00:00
Toranche aval; 9,15;13,92;2019/10/30 20:15:00
Toranche aval; 9,14;13,92;2019/10/30 20:30:00
Toranche aval; 9,14;13,92;2019/10/30 20:45:00
Toranche aval; 9,14;13,92;2019/10/30 21:00:00
Toranche aval; 9,15;13,92;2019/10/30 21:15:00
Toranche aval; 9,15;13,92;2019/10/30 21:30:00
Toranche aval; 9,14;13,92;2019/10/30 21:45:00
Toranche aval; 9,14;13,92;2019/10/30 22:00:00
Toranche aval; 9,15;13,92;2019/10/30 22:15:00
Toranche aval; 9,15;13,92;2019/10/30 22:30:00
Toranche aval; 9,14;13,90;2019/10/30 22:45:00
Toranche aval; 9,16;13,90;2019/10/30 23:00:00
Toranche aval; 9,13;13,90;2019/10/30 23:15:00
Toranche aval; 9,15;13,88;2019/10/30 23:30:00
Toranche aval; 9,14;13,88;2019/10/30 23:45:00
Toranche aval; 9,16;13,86;2019/10/31 00:00:00
Toranche aval; 9,16;13,84;2019/10/31 00:15:00
Toranche aval; 9,16;13,82;2019/10/31 00:30:00
Toranche aval; 9,17;13,80;2019/10/31 00:45:00
Toranche aval; 9,16;13,80;2019/10/31 01:00:00
Toranche aval; 9,16;13,78;2019/10/31 01:15:00
Toranche aval; 9,16;13,76;2019/10/31 01:30:00
Toranche aval; 9,16;13,74;2019/10/31 01:45:00
Toranche aval; 9,17;13,72;2019/10/31 02:00:00
Toranche aval; 9,17;13,72;2019/10/31 02:15:00
Toranche aval; 9,18;13,70;2019/10/31 02:30:00
Toranche aval; 9,18;13,68;2019/10/31 02:45:00
Toranche aval; 9,18;13,66;2019/10/31 03:00:00
Toranche aval; 9,17;13,64;2019/10/31 03:15:00
Toranche aval; 9,18;13,64;2019/10/31 03:30:00
Toranche aval; 9,18;13,62;2019/10/31 03:45:00
Toranche aval; 9,17;13,60;2019/10/31 04:00:00
Toranche aval; 9,20;13,58;2019/10/31 04:15:00
Toranche aval; 9,19;13,56;2019/10/31 04:30:00
Toranche aval; 9,21;13,54;2019/10/31 04:45:00
Toranche aval; 9,18;13,52;2019/10/31 05:00:00
Toranche aval; 9,21;13,50;2019/10/31 05:15:00
Toranche aval; 9,21;13,50;2019/10/31 05:30:00
Toranche aval; 9,22;13,48;2019/10/31 05:45:00
Toranche aval; 9,22;13,46;2019/10/31 06:00:00
Toranche aval; 9,23;13,46;2019/10/31 06:15:00
Toranche aval; 9,22;13,44;2019/10/31 06:30:00
Toranche aval; 9,23;13,44;2019/10/31 06:45:00
Toranche aval; 9,23;13,42;2019/10/31 07:00:00
Toranche aval; 9,22;13,40;2019/10/31 07:15:00
Toranche aval; 9,21;13,38;2019/10/31 07:30:00
Toranche aval; 9,23;13,38;2019/10/31 07:45:00
Toranche aval; 9,22;13,36;2019/10/31 08:00:00
Toranche aval; 9,21;13,36;2019/10/31 08:15:00
Toranche aval; 9,24;13,34;2019/10/31 08:30:00
Toranche aval; 9,22;13,34;2019/10/31 08:45:00
Toranche aval; 9,25;13,32;2019/10/31 09:00:00
Toranche aval; 9,25;13,32;2019/10/31 09:15:00
Toranche aval; 9,24;13,34;2019/10/31 09:30:00
Toranche aval; 9,26;13,34;2019/10/31 09:45:00
Toranche aval; 9,27;13,36;2019/10/31 10:00:00
Toranche aval; 9,25;13,36;2019/10/31 10:15:00
Toranche aval; 9,28;13,38;2019/10/31 10:30:00
Toranche aval; 9,25;13,40;2019/10/31 10:45:00
Toranche aval; 9,22;13,42;2019/10/31 11:00:00
Toranche aval; 9,21;13,42;2019/10/31 11:15:00
Toranche aval; 9,27;13,44;2019/10/31 11:30:00
Toranche aval; 9,28;13,46;2019/10/31 11:45:00
Toranche aval; 9,30;13,46;2019/10/31 12:00:00
Toranche aval; 9,28;13,48;2019/10/31 12:15:00
Toranche aval; 9,27;13,48;2019/10/31 12:30:00
Toranche aval; 9,26;13,48;2019/10/31 12:45:00
Toranche aval; 9,25;13,50;2019/10/31 13:00:00
Toranche aval; 9,24;13,50;2019/10/31 13:15:00
Toranche aval; 9,23;13,50;2019/10/31 13:30:00
Toranche aval; 9,23;13,50;2019/10/31 13:45:00
Toranche aval; 9,21;13,52;2019/10/31 14:00:00
Toranche aval; 9,23;13,54;2019/10/31 14:15:00
Toranche aval; 9,23;13,54;2019/10/31 14:30:00
Toranche aval; 9,23;13,56;2019/10/31 14:45:00
Toranche aval; 9,21;13,56;2019/10/31 15:00:00
Toranche aval; 9,24;13,58;2019/10/31 15:15:00
Toranche aval; 9,23;13,58;2019/10/31 15:30:00
Toranche aval; 9,18;13,60;2019/10/31 15:45:00
Toranche aval; 9,21;13,62;2019/10/31 16:00:00
Toranche aval; 9,17;13,64;2019/10/31 16:15:00
Toranche aval; 9,18;13,64;2019/10/31 16:30:00
Toranche aval; 9,17;13,66;2019/10/31 16:45:00
Toranche aval; 9,17;13,68;2019/10/31 17:00:00
Toranche aval; 9,15;13,68;2019/10/31 17:15:00
Toranche aval; 9,15;13,68;2019/10/31 17:30:00
Toranche aval; 9,11;13,68;2019/10/31 17:45:00
Toranche aval; 9,15;13,68;2019/10/31 18:00:00
Toranche aval; 9,14;13,66;2019/10/31 18:15:00
Toranche aval; 9,15;13,66;2019/10/31 18:30:00
Toranche aval; 9,14;13,64;2019/10/31 18:45:00
Toranche aval; 9,13;13,62;2019/10/31 19:00:00
Toranche aval; 9,16;13,60;2019/10/31 19:15:00
Toranche aval; 9,16;13,60;2019/10/31 19:30:00
Toranche aval; 9,18;13,58;2019/10/31 19:45:00
Toranche aval; 9,17;13,56;2019/10/31 20:00:00
Toranche aval; 9,18;13,54;2019/10/31 20:15:00
Toranche aval; 9,18;13,52;2019/10/31 20:30:00
Toranche aval; 9,16;13,50;2019/10/31 20:45:00
Toranche aval; 9,18;13,50;2019/10/31 21:00:00
Toranche aval; 9,18;13,48;2019/10/31 21:15:00
Toranche aval; 9,19;13,46;2019/10/31 21:30:00
Toranche aval; 9,19;13,46;2019/10/31 21:45:00
Toranche aval; 9,20;13,44;2019/10/31 22:00:00
Toranche aval; 9,19;13,42;2019/10/31 22:15:00
Toranche aval; 9,19;13,42;2019/10/31 22:30:00
Toranche aval; 9,22;13,40;2019/10/31 22:45:00
Toranche aval; 9,22;13,40;2019/10/31 23:00:00
Toranche aval; 9,24;13,38;2019/10/31 23:15:00
Toranche aval; 9,23;13,36;2019/10/31 23:30:00
Toranche aval; 9,24;13,32;2019/10/31 23:45:00
Toranche aval; 9,24;13,30;2019/11/01 00:00:00
Toranche aval; 9,23;13,26;2019/11/01 00:15:00
Toranche aval; 9,24;13,24;2019/11/01 00:30:00
Toranche aval; 9,27;13,20;2019/11/01 00:45:00
Toranche aval; 9,28;13,18;2019/11/01 01:00:00
Toranche aval; 9,31;13,16;2019/11/01 01:15:00
Toranche aval; 9,32;13,12;2019/11/01 01:30:00
Toranche aval; 9,32;13,10;2019/11/01 01:45:00
Toranche aval; 9,33;13,06;2019/11/01 02:00:00
Toranche aval; 9,33;13,02;2019/11/01 02:15:00
Toranche aval; 9,35;13,00;2019/11/01 02:30:00
Toranche aval; 9,35;12,96;2019/11/01 02:45:00
Toranche aval; 9,33;12,94;2019/11/01 03:00:00
Toranche aval; 9,34;12,92;2019/11/01 03:15:00
Toranche aval; 9,35;12,88;2019/11/01 03:30:00
Toranche aval; 9,37;12,84;2019/11/01 03:45:00
Toranche aval; 9,37;12,82;2019/11/01 04:00:00
Toranche aval; 9,39;12,78;2019/11/01 04:15:00
Toranche aval; 9,40;12,76;2019/11/01 04:30:00
Toranche aval; 9,40;12,72;2019/11/01 04:45:00
Toranche aval; 9,41;12,70;2019/11/01 05:00:00
Toranche aval; 9,43;12,66;2019/11/01 05:15:00
Toranche aval; 9,42;12,62;2019/11/01 05:30:00
Toranche aval; 9,42;12,58;2019/11/01 05:45:00
Toranche aval; 9,44;12,56;2019/11/01 06:00:00
Toranche aval; 9,44;12,52;2019/11/01 06:15:00
Toranche aval; 9,47;12,48;2019/11/01 06:30:00
Toranche aval; 9,47;12,46;2019/11/01 06:45:00
Toranche aval; 9,45;12,44;2019/11/01 07:00:00
Toranche aval; 9,47;12,40;2019/11/01 07:15:00
Toranche aval; 9,48;12,38;2019/11/01 07:30:00
Toranche aval; 9,47;12,36;2019/11/01 07:45:00
